id,title,description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_default,thumbnail_high,duration,viewCount,likeCount,commentCount,privacyStatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount
jaq1KWi2_DU,Writing backend is no longer necessary - OneEntry Headless CMS🔥,"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

Try OneEntry: https://oneentry.cloud/
In this instructional video, I will guide you through the process of utilizing OneEntry Headless CMS for data storage. To facilitate our demonstration, we'll be incorporating a theme sourced from Themeforest.

#NextJS #HeadlessCMS #BackendFree #WebDevelopment #Frontend #JavaScript #React #CMS #APIIntegration #WebApps",2024-03-29T09:00:48Z,,27,en,en-IN,https://i.ytimg.com/vi/jaq1KWi2_DU/default.jpg,https://i.ytimg.com/vi/jaq1KWi2_DU/hqdefault.jpg,PT36M20S,6632,153,11,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
2qXziTfLTvQ,"Let’s Build a Tech Blog using HTML, Tailwind CSS, React, and Appwrite Cloud as a backend 🔥","Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

Appwrite Cloud: https://appwrite.io/",2024-02-04T15:30:01Z,,27,en,en-IN,https://i.ytimg.com/vi/2qXziTfLTvQ/default.jpg,https://i.ytimg.com/vi/2qXziTfLTvQ/hqdefault.jpg,PT38M7S,4039,132,21,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
FIPOaXnj5Ho,How to build a WordPress website with Elementor Hosting 🔥,"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link


Try Elementor Hosting: https://be.elementor.com/visit/?bta=64383&nci=5562&utm_campaign=english

#webhosting
#hosting
#elementorhosting
#elementor
#elementorpro
#wordpresstutorial
#seo",2023-12-02T14:30:05Z,,27,en,en-IN,https://i.ytimg.com/vi/FIPOaXnj5Ho/default.jpg,https://i.ytimg.com/vi/FIPOaXnj5Ho/hqdefault.jpg,PT19M36S,2482,91,11,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
UaQZAr2cTV8,Elementor Hosting - The Best Hosting for Building with Elementor Pro 🔥,"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

Try Elementor Hosting: https://be.elementor.com/visit/?bta=64383&nci=5562&utm_campaign=english

#webhosting
#hosting
#elementorhosting
#elementor
#elementorpro
#wordpresstutorial
#seo",2023-11-20T14:30:22Z,,27,en,en-IN,https://i.ytimg.com/vi/UaQZAr2cTV8/default.jpg,https://i.ytimg.com/vi/UaQZAr2cTV8/hqdefault.jpg,PT16M24S,1527,76,8,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
XKqCWD_JoxQ,Best WordPress Hosting for 2023 & Beyond 🔥,"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

Elementor Hosting: https://be.elementor.com/visit/?bta=64383&nci=5562&utm_campaign=english

In today's video, we're diving into the world of WordPress hosting to reveal the absolute best options available. If you're looking for a seamless experience, we'll specifically discuss the benefits of using Elementor Hosting, the all-in-one solution for your WordPress website. Whether you're a beginner or an experienced developer, this video will guide you through what you can expect when using Elementor Hosting, from setup to SEO optimization.
 
#wordpress
#webhosting
#hosting
#elementorhosting
#elementor
#elementorpro
#wordpresstutorial
#seo",2023-10-23T09:30:07Z,,27,en,en-IN,https://i.ytimg.com/vi/XKqCWD_JoxQ/default.jpg,https://i.ytimg.com/vi/XKqCWD_JoxQ/hqdefault.jpg,PT15M7S,2012,113,26,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
s1MUcxO-x8Q,"Project: Create a Blog Using Next.js, Tailwind CSS and Appwrite Cloud 🔥","Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

Signup for AppWrite Cloud: https://apwr.dev/42FrvSY
TimeStamps:
00:00:00 Introduction
00:00:25 Signing Up on Appwrte Cloud
00:01:15 Creating a Project
00:03:00 Creating a NextJS Project
00:04:47 Connecting Appwrite to NextJS App
00:06:32 Database Setup
00:10:32 Creating a Blog using Appwrite & NextJS 13
00:38:26 Conclusion",2023-06-16T11:30:17Z,,27,en,en-IN,https://i.ytimg.com/vi/s1MUcxO-x8Q/default.jpg,https://i.ytimg.com/vi/s1MUcxO-x8Q/hqdefault.jpg,PT39M34S,10386,234,35,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
bj_WGitydcc,Creating a Full Stack Web Application using Only Python 🔥,"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

Try Anvil: https://anvil.works/programmingwithharry
This video is sponsored by anvil. I hope you will love the ease you can build pure python web apps using anvil. Try it out and let me know what you think in the comments!",2023-05-07T09:32:36Z,,27,en,en-IN,https://i.ytimg.com/vi/bj_WGitydcc/default.jpg,https://i.ytimg.com/vi/bj_WGitydcc/hqdefault.jpg,PT27M33S,24089,744,43,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
ZxQ5ERe43YE,One Tip to learn Coding Fast!,"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

This beginner-friendly course covers everything from the basics to real-world applications.

💡 Coming Soon: Advanced AI projects—working with the Eleven Labs API, building AI-powered tools, and practice tests to sharpen your skills.

🎯 Limited Time: Get 90% off if you enroll now—prices will go up soon!",2023-04-11T13:30:12Z,,27,en,en-IN,https://i.ytimg.com/vi/ZxQ5ERe43YE/default.jpg,https://i.ytimg.com/vi/ZxQ5ERe43YE/hqdefault.jpg,PT49S,223144,10978,74,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
NU-laLCNpjI,Money Making Opportunity 🔥🤑,"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link",2023-04-10T11:30:12Z,,27,en,en-IN,https://i.ytimg.com/vi/NU-laLCNpjI/default.jpg,https://i.ytimg.com/vi/NU-laLCNpjI/hqdefault.jpg,PT32S,28583,2354,24,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
lXalx9RLMlQ,Which Programming Language to Learn?,"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

This beginner-friendly course covers everything from the basics to real-world applications.

💡 Coming Soon: Advanced AI projects—working with the Eleven Labs API, building AI-powered tools, and practice tests to sharpen your skills.

🎯 Limited Time: Get 90% off if you enroll now—prices will go up soon!

C, C++, Java, Python or JavaScript
Which programming language to learn first as a beginner?",2023-04-09T12:15:04Z,,27,en,en-IN,https://i.ytimg.com/vi/lXalx9RLMlQ/default.jpg,https://i.ytimg.com/vi/lXalx9RLMlQ/hqdefault.jpg,PT55S,330466,16699,109,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
Zcspn-B3V-E,Best way to learn React!,"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

If you're looking for the best way to learn React, then look no further. Whether you're a beginner or an experienced developer, this website will take your React skills to the next level.",2023-04-08T10:49:49Z,,27,en,en-IN,https://i.ytimg.com/vi/Zcspn-B3V-E/default.jpg,https://i.ytimg.com/vi/Zcspn-B3V-E/hqdefault.jpg,PT26S,28402,1289,21,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
fpWfFghWVp4,Requests Module in Python (Deepdive),"Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

This beginner-friendly course covers everything from the basics to real-world applications.

💡 Coming Soon: Advanced AI projects—working with the Eleven Labs API, building AI-powered tools, and practice tests to sharpen your skills.

🎯 Limited Time: Get 90% off if you enroll now—prices will go up soon!

Checkout IP Royal: https://iproyal.com/
I have teamed up with IPRoyal to bring you a special coupon code. Use the code “HARRY” at
checkout to get a 30% discount on their Royal Residential Proxies. Make sure to use the
coupon code now, as the deal WILL NOT last for long.
TimeStamps
00:00 Introduction
00:19 Installation    
01:57 Sponsor  Message
03:04 Get Requests    
05:00 Quickstart guide    
05:49 Get request with query    
08:10 Sending a post request    
09:43 Other request types    
10:30 Downloading images and files    
12:32 Streaming files    
21:03 Using Proxies    
26:25 Web scraping    
32:23 How to apply the Coupon Code
32:54 Conclusion",2023-04-07T17:39:44Z,,27,en,en-IN,https://i.ytimg.com/vi/fpWfFghWVp4/default.jpg,https://i.ytimg.com/vi/fpWfFghWVp4/hqdefault.jpg,PT33M33S,6067,145,26,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
PBqwAJgrw3k,Best Todos App Ever!,"Are you tired of using complicated apps to stay organized? Sometimes the simplest solutions are the best! In this video, I'll show you how using a pen and paper can help you stay on top of your tasks and get things done. You won't believe how easy it is! So what are you waiting for? Grab a pen and paper and start getting organized today!",2023-04-01T07:15:48Z,,27,en,en-IN,https://i.ytimg.com/vi/PBqwAJgrw3k/default.jpg,https://i.ytimg.com/vi/PBqwAJgrw3k/hqdefault.jpg,PT33S,6658,378,10,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
S5uLkxNUk-M,"Creating a Dictionary app Using HTML, CSS & JavaScript + RapidAPI  🔥","Python Udemy Course: https://goharry.in/python
Get this course at 90% Discount if you use this link

This beginner-friendly course covers everything from the basics to real-world applications.

💡 Coming Soon: Advanced AI projects—working with the Eleven Labs API, building AI-powered tools, and practice tests to sharpen your skills.

🎯 Limited Time: Get 90% off if you enroll now—prices will go up soon!


Download the VS Code RapidAPI extension to follow along:  https://marketplace.visualstudio.com/items?itemName=RapidAPI.vscode-rapidapi-client",2022-12-06T19:56:44Z,,27,en,en-IN,https://i.ytimg.com/vi/S5uLkxNUk-M/default.jpg,https://i.ytimg.com/vi/S5uLkxNUk-M/hqdefault.jpg,PT21M38S,35045,842,45,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
wRWdRwAb9DM,My Favorite VS Code Extension 🔥,Download the VS Code Extension here: https://marketplace.visualstudio.com/items?itemName=RapidAPI.vscode-rapidapi-client,2022-12-06T06:43:17Z,,27,en,en-IN,https://i.ytimg.com/vi/wRWdRwAb9DM/default.jpg,https://i.ytimg.com/vi/wRWdRwAb9DM/hqdefault.jpg,PT47S,32946,2615,23,public,UC7btqG2Ww0_2LwuQxpvo2HQ,ProgrammingWithHarry,"Programming With Harry is a place where you can learn various concepts related to programming for free. 
My Udemy Python course is live now: https://goharry.in/python

",IN,https://yt3.ggpht.com/ytc/AIdro_l9-HUf8RIfC8jJBhBi2dlVVLDjPkoRTHyXdPENsllX490=s800-c-k-c0x00ffffff-no-rj,276000,113
